attribute,ablation,delta,source,destination,ranker_shift,waveform_shift,source_cosine
age,no_adversarial,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0263_GLOBE__train__S_007523__00435966_000002_v2_vad_age_+1.00.wav,audio/age/no_adversarial_p1p0.wav,1.0405304431915283,0.1557668447494506,0.8936388492584229
age,no_adversarial,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0263_GLOBE__train__S_007523__00435966_000002_v2_vad_age_+2.00.wav,audio/age/no_adversarial_p2p0.wav,1.2828584909439087,0.3000213503837585,0.7956193685531616
age,no_sparse,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0263_GLOBE__train__S_007523__00435966_000002_v2_vad_age_-2.00.wav,audio/age/no_sparse_m2p0.wav,-0.7171415090560913,-0.123799055814743,0.7451627254486084
age,no_sparse,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0263_GLOBE__train__S_007523__00435966_000002_v2_vad_age_-1.00.wav,audio/age/no_sparse_m1p0.wav,-0.7171415090560913,-0.1445446610450744,0.7193889617919922
age,no_sparse,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0263_GLOBE__train__S_007523__00435966_000002_v2_vad_age_+0.00.wav,audio/age/no_sparse_p0p0.wav,0.3825844526290893,0.0,0.7760773301124573
age,no_sparse,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0263_GLOBE__train__S_007523__00435966_000002_v2_vad_age_+1.00.wav,audio/age/no_sparse_p1p0.wav,1.2828584909439087,0.2005190253257751,0.660666823387146
age,no_sparse,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0263_GLOBE__train__S_007523__00435966_000002_v2_vad_age_+2.00.wav,audio/age/no_sparse_p2p0.wav,1.2828584909439087,0.2653971314430237,0.666141152381897
gender_male,source,,/data/waris/data/streamVC_data/data/4234/wav/4234_187735_000005_000000.wav,audio/gender_male/source.wav,,,
gender_male,full_hybrid,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-2.00.wav,audio/gender_male/full_hybrid_m2p0.wav,-0.4254943132400512,-0.002834114478901,0.664250373840332
gender_male,full_hybrid,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-1.00.wav,audio/gender_male/full_hybrid_m1p0.wav,-0.4254943132400512,-0.0032471534213982,0.6340869665145874
gender_male,full_hybrid,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+0.00.wav,audio/gender_male/full_hybrid_p0p0.wav,-0.0075937509536743,0.0,0.997935950756073
gender_male,full_hybrid,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+1.00.wav,audio/gender_male/full_hybrid_p1p0.wav,1.3614418506622314,0.9614123827777804,0.6699473857879639
gender_male,full_hybrid,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+2.00.wav,audio/gender_male/full_hybrid_p2p0.wav,1.5745056867599487,0.982925785239786,0.6808555722236633
gender_male,no_bins,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-2.00.wav,audio/gender_male/no_bins_m2p0.wav,-0.4254943132400512,-1.013284781947732e-05,0.5934044122695923
gender_male,no_bins,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-1.00.wav,audio/gender_male/no_bins_m1p0.wav,-0.4254943132400512,-0.0002148715429939,0.5931992530822754
gender_male,no_bins,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+0.00.wav,audio/gender_male/no_bins_p0p0.wav,0.0973860621452331,0.0,0.9027988910675048
gender_male,no_bins,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+1.00.wav,audio/gender_male/no_bins_p1p0.wav,1.2026091814041138,0.9679303943412378,0.7059887647628784
gender_male,no_bins,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+2.00.wav,audio/gender_male/no_bins_p2p0.wav,1.5745056867599487,0.9895501910941676,0.6981936097145081
gender_male,no_match,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-2.00.wav,audio/gender_male/no_match_m2p0.wav,-0.4254943132400512,-0.0029042390815448,0.8481574058532715
gender_male,no_match,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-1.00.wav,audio/gender_male/no_match_m1p0.wav,-0.4254943132400512,-0.0028753069345839,0.9554322361946106
gender_male,no_match,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+0.00.wav,audio/gender_male/no_match_p0p0.wav,0.0325095057487487,0.0,0.9998927116394044
gender_male,no_match,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+1.00.wav,audio/gender_male/no_match_p1p0.wav,1.0616800785064695,0.9195254922378808,0.9827536344528198
gender_male,no_match,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+2.00.wav,audio/gender_male/no_match_p2p0.wav,1.5745056867599487,0.9895923018921168,0.9169474840164183
gender_male,no_adversarial,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-2.00.wav,audio/gender_male/no_adversarial_m2p0.wav,-0.4254943132400512,-0.0035854923771694,0.8518291115760803
gender_male,no_adversarial,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-1.00.wav,audio/gender_male/no_adversarial_m1p0.wav,-0.4254943132400512,-0.0035262888413853,0.94832843542099
gender_male,no_adversarial,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+0.00.wav,audio/gender_male/no_adversarial_p0p0.wav,0.0304629802703857,0.0,0.9999665021896362
gender_male,no_adversarial,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+1.00.wav,audio/gender_male/no_adversarial_p1p0.wav,1.0001552104949951,0.8781090704724193,0.9711350202560424
gender_male,no_adversarial,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+2.00.wav,audio/gender_male/no_adversarial_p2p0.wav,1.5745056867599487,0.989216181449592,0.9097142219543456
gender_male,no_sparse,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-2.00.wav,audio/gender_male/no_sparse_m2p0.wav,-0.4254943132400512,-0.0010825029748957,0.6403137445449829
gender_male,no_sparse,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_-1.00.wav,audio/gender_male/no_sparse_m1p0.wav,-0.4254943132400512,-0.0010263131116516,0.6404646635055542
gender_male,no_sparse,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+0.00.wav,audio/gender_male/no_sparse_p0p0.wav,0.0972298979759216,0.0,0.7189589142799377
gender_male,no_sparse,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+1.00.wav,audio/gender_male/no_sparse_p1p0.wav,1.344372272491455,0.9746209318982436,0.6714345216751099
gender_male,no_sparse,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0119_LibriTTS__4234__4234_187735_000005_000000_gender_male_+2.00.wav,audio/gender_male/no_sparse_p2p0.wav,1.5745056867599487,0.98103057697881,0.7018463611602783
pitch,source,,/data/waris/data/streamVC_data/data/6804/wav/6804_79287_000013_000013.wav,audio/pitch/source.wav,,,
pitch,full_hybrid,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-2.00.wav,audio/pitch/full_hybrid_m2p0.wav,-0.8507570624351501,-0.4127485202270291,0.5492488145828247
pitch,full_hybrid,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-1.00.wav,audio/pitch/full_hybrid_m1p0.wav,-0.8507570624351501,-0.4286674310359668,0.611494779586792
pitch,full_hybrid,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+0.00.wav,audio/pitch/full_hybrid_p0p0.wav,0.0241576433181762,0.0,0.9245884418487548
pitch,full_hybrid,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+1.00.wav,audio/pitch/full_hybrid_p1p0.wav,1.0352699756622314,0.4731342107614003,0.5557438135147095
pitch,full_hybrid,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_full_hybrid_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+2.00.wav,audio/pitch/full_hybrid_p2p0.wav,1.149242877960205,0.9271916703526896,0.6919476389884949
pitch,no_bins,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-2.00.wav,audio/pitch/no_bins_m2p0.wav,-0.8507570624351501,-0.3999097222150389,0.5930596590042114
pitch,no_bins,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-1.00.wav,audio/pitch/no_bins_m1p0.wav,-0.8507570624351501,-0.3382948386512963,0.5852161645889282
pitch,no_bins,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+0.00.wav,audio/pitch/no_bins_p0p0.wav,-0.0903918147087097,0.0,0.7729287147521973
pitch,no_bins,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+1.00.wav,audio/pitch/no_bins_p1p0.wav,1.0176985263824463,0.540958218293965,0.5912277102470398
pitch,no_bins,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_bins_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+2.00.wav,audio/pitch/no_bins_p2p0.wav,1.149242877960205,0.7896078325701028,0.6479252576828003
pitch,no_match,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-2.00.wav,audio/pitch/no_match_m2p0.wav,-0.8507570624351501,-0.4910473469305216,0.8062801957130432
pitch,no_match,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-1.00.wav,audio/pitch/no_match_m1p0.wav,-0.8507570624351501,-0.3779544443162539,0.8375409841537476
pitch,no_match,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+0.00.wav,audio/pitch/no_match_p0p0.wav,-0.0045426487922668,0.0,0.9998209476470948
pitch,no_match,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+1.00.wav,audio/pitch/no_match_p1p0.wav,0.8062137961387634,0.8082491222750008,0.9372811913490297
pitch,no_match,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_match_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+2.00.wav,audio/pitch/no_match_p2p0.wav,1.149242877960205,0.9469993538318792,0.8428805470466614
pitch,no_adversarial,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-2.00.wav,audio/pitch/no_adversarial_m2p0.wav,-0.8507570624351501,-0.5056973505242501,0.7827322483062744
pitch,no_adversarial,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-1.00.wav,audio/pitch/no_adversarial_m1p0.wav,-0.8507570624351501,-0.3833715108632276,0.8329293131828308
pitch,no_adversarial,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+0.00.wav,audio/pitch/no_adversarial_p0p0.wav,-0.0090519189834594,0.0,0.9998784065246582
pitch,no_adversarial,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+1.00.wav,audio/pitch/no_adversarial_p1p0.wav,0.8923731446266174,0.8452422552946777,0.9247864484786988
pitch,no_adversarial,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_+2.00.wav,audio/pitch/no_adversarial_p2p0.wav,1.149242877960205,0.9642522404829066,0.8109828233718872
pitch,no_sparse,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-2.00.wav,audio/pitch/no_sparse_m2p0.wav,-0.8507570624351501,-0.4759183687610298,0.6612640619277954
pitch,no_sparse,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_sparse_paper_v2_20260622_114538/audio/audio_eval/audio/0176_LibriTTS__6804__6804_79287_000013_000013_pitch_-1.00.wav,audio/pitch/no_sparse_m1p0.wav,-0.8507570624351501,-0.4415647252011672,0.6217012405395508
